beta,Energy,Mx,My,M2x,M2y,M3x,M3y,I,S
1.13,-1116,13.5,-28.5788,-21.5,51.0955,42,4.0046e-14,527.5,12.9904
1.13,-1067.5,-17.5,262.406,-72.5,2.59808,8,3.01263e-14,511,19.0526
1.13,-1018.5,131.5,186.195,-90.5,4.33013,-116,8.91543e-14,489,-19.0526
1.13,-1177.5,88,190.526,-65,15.5885,-2,4.93533e-14,586.5,-12.9904
1.13,-874.5,-105.5,123.842,38.5,-61.4878,-50,7.40911e-14,422.5,14.7224
1.13,-1122.5,-105.5,248.549,-48.5,-84.0045,10,4.10257e-14,572,20.7846
1.13,-1052.5,234.5,63.2199,20.5,89.2006,14,6.62534e-14,555.5,6.06218
1.13,-920,-195,64.0859,34,-110.851,18,5.64562e-14,461,1.73205
1.13,-1017.5,-124.5,130.77,-0.5,-82.2724,18,5.00881e-14,495,1.73205
1.13,-1036.5,-120,55.4256,-26,13.8564,60,1.95943e-14,516,1.73205
1.13,-1088.5,-156.5,-56.2917,17.5,-23.3827,4,5.33946e-14,546.5,19.9186
1.13,-1120,-167.5,14.7224,2.5,40.7032,8,3.03712e-14,588,-8.66025
1.13,-1102.5,-209.5,71.8801,65.5,-21.6506,-100,7.51933e-14,563,-15.5885
1.13,-886,-40.5,148.09,-69.5,99.5929,-102,4.88634e-14,432.5,-19.9186
1.13,-1160.5,-147.5,101.325,-27.5,16.4545,40,1.83697e-14,557.5,-56.2917
1.13,-1067,-86.5,-40.7032,-0.5,-56.2917,50,5.15576e-14,526.5,-12.9904
1.11,-1066.5,-198,-38.1051,37,39.8372,-72,5.92729e-14,538.5,-11.2583
1.11,-1249.5,-208.5,-75.3442,53.5,26.8468,-84,6.90701e-14,639,8.66025
1.11,-1186,-55,25.9808,-38,13.8564,2,4.59243e-14,581.5,28.5788
1.11,-1231,-49,-8.66025,-29,-71.0141,-10,7.18868e-14,618.5,49.3634
1.11,-1143.5,6.5,-125.574,20.5,-44.1673,-16,8.91543e-14,577,8.66025
1.11,-1133,-131.5,-23.3827,32.5,6.06218,44,3.74742e-14,567,-22.5167
1.11,-1140.5,-157.5,-66.684,-60.5,-14.7224,42,3.09836e-14,593.5,-12.9904
1.11,-1166,-19,32.909,-35,-109.119,-34,8.73173e-14,589,-34.641
1.11,-1152,22.5,139.43,-30.5,59.7558,-54,5.57214e-14,587,-10.3923
1.11,-1153.5,-56,71.0141,-44,-39.8372,-44,6.73556e-14,580.5,-21.6506
1.11,-1082,-10,-38.1051,-44,-51.9615,-10,7.28665e-14,533.5,9.52628
1.11,-1072,-9.5,25.1147,29.5,18.1865,-62,7.84999e-14,562.5,-7.79423
1.11,-1050.5,71,57.1577,-53,136.832,2,3.12285e-14,516.5,23.3827
1.11,-968,1.5,-47.6314,-69.5,45.8993,42,3.51474e-14,493,3.4641
1.11,-1046.5,-10,-17.3205,-38,31.1769,62,3.24531e-14,530,20.7846
1.11,-1039,53.5,12.9904,-63.5,-28.5788,52,5.07004e-14,536,17.3205
1.11,-1155,41.5,28.5788,-15.5,-78.8083,-2,8.11941e-14,592.5,-37.2391
1.11,-969.5,-53.5,19.9186,14.5,-155.019,-4,9.06239e-14,475.5,-4.33013
1.11,-1110,-79,-1.73205,4,-27.7128,-40,7.17643e-14,537.5,-32.0429
1.11,-1115.5,-80.5,-61.4878,47.5,-25.1147,-52,8.42557e-14,576,-5.19615
1.11,-1173.5,-127,-15.5885,103,-32.909,-106,1.00299e-13,565,12.1244
1.11,-1199,-71,-81.4064,43,-57.1577,-68,9.79717e-14,607.5,-2.59808
1.11,-1041.5,-148.5,92.6647,41.5,-2.59808,-90,7.1152e-14,524,-5.19615
1.11,-1119.5,35,19.0526,-38,-13.8564,-16,6.88252e-14,570.5,-9.52628
1.11,-1013,-6.5,35.507,-75.5,-78.8083,-14,7.1152e-14,508,3.4641
1.11,-1001,-59,77.9423,-8,-3.4641,16,4.48221e-14,523,3.4641
1.11,-1108.5,-154.5,71.8801,17.5,-116.913,168,1.42059e-14,559.5,-49.3634
1.11,-1113.5,-158,74.4782,-86,-57.1577,82,1.45733e-14,560,-17.3205
1.11,-836,-157,6.9282,-89,-124.708,50,4.323e-14,428,-4.66294e-15
1.11,-989.5,-163.5,-116.913,-81.5,99.5929,72,-2.20436e-15,534,6.9282
1.11,-1183.5,-103.5,-155.019,-48.5,63.2199,60,2.32683e-14,598,34.641
1.11,-1143,-142.5,-161.947,-48.5,92.6647,-24,3.84539e-14,586.5,28.5788
1.11,-1164.5,-141.5,130.77,50.5,25.1147,-80,6.14773e-14,583.5,-6.06218
1.11,-1249,-125,152.42,40,29.4449,10,3.22082e-14,619.5,-16.4545
1.11,-1051,-91,1.73205,4,-96.9948,32,6.27019e-14,521,12.1244
1.11,-964,-32.5,-16.4545,26.5,-109.985,-28,9.50326e-14,475.5,-47.6314
1.11,-1070.5,-70.5,134.234,50.5,2.59808,36,3.91887e-14,539,10.3923
1.11,-1123,-141,152.42,4,19.0526,-102,6.23345e-14,547.5,44.1673
1.11,-1080,-117.5,135.966,62.5,-49.3634,-32,6.66208e-14,525.5,11.2583
1.11,-838.5,88,103.923,43,46.7654,52,4.55569e-14,436,3.4641
1.11,-1030,28.5,85.7365,-90.5,51.0955,-24,4.55569e-14,532,1.73205
1.11,-1032.5,59.5,115.181,5.5,109.985,-2,3.9801e-14,535.5,-12.9904
1.11,-930.5,-177.5,87.4686,71.5,-37.2391,-50,6.67433e-14,469,-19.0526
1.11,-954,65.5,-58.0237,-60.5,12.9904,-8,6.71106e-14,494.5,-4.33013
1.11,-1020,-36.5,-19.9186,8.5,-40.7032,64,4.97207e-14,518.5,44.1673
1.11,-1097,94.5,-123.842,32.5,-0.866025,102,5.59664e-14,561,-3.4641
1.11,-1113.5,34,-135.1,52,31.1769,-26,8.41332e-14,551.5,-9.52628
1.11,-1098.5,71.5,-109.985,-21.5,-37.2391,40,7.22542e-14,564.5,-11.2583
1.11,-960.5,22,-74.4782,4,43.3013,-44,7.54382e-14,464.5,-16.4545
1.11,-1079,17.5,-96.1288,-81.5,-9.52628,52,4.77612e-14,542.5,-35.507
1.11,-970.5,96,32.909,-38,15.5885,72,4.21278e-14,474.5,-6.06218
1.11,-1021.5,167,114.315,-35,55.4256,-4,6.02526e-14,503,-3.4641
1.11,-1058,190,-105.655,22,-147.224,40,1.15117e-13,526.5,-7.79423
1.11,-1145,200.5,58.0237,65.5,-4.33013,10,8.90318e-14,589,12.1244
1.11,-1126,122.5,80.5404,-30.5,42.4352,34,4.88634e-14,560.5,18.1865
1.11,-1130.5,51.5,0.866025,-30.5,-7.79423,68,4.60467e-14,570,1.73205
1.11,-1106,53.5,142.894,17.5,-14.7224,-14,6.87027e-14,540,-34.641
1.11,-1173.5,84,102.191,22,19.0526,-66,8.46231e-14,576.5,-56.2917
1.11,-1183.5,95.5,232.961,-51.5,35.507,-44,5.75584e-14,587.5,12.9904
1.11,-1040,-13.5,134.234,-12.5,82.2724,0,3.25756e-14,498.5,6.06218
1.11,-921.5,-166,-38.1051,-149,-122.976,50,3.75967e-14,451,24.2487
1.11,-928.5,-166,43.3013,10,-98.7269,8,5.9028e-14,481.5,-42.4352
1.11,-1207.5,-168.5,-97.8609,29.5,-26.8468,-62,7.72752e-14,610,-50.2295
1.11,-1177,-47,-38.1051,25,-58.8897,100,4.45771e-14,577,-3.4641
1.11,-991,-34,-69.282,31,-60.6218,-58,9.78493e-14,482,31.1769
1.11,-980,-110,-81.4064,13,24.2487,-80,7.59281e-14,466,25.9808
1.11,-987.5,-180.5,-87.4686,80.5,30.3109,-26,5.81707e-14,496,6.9282
1.11,-1114.5,-92,-3.4641,103,5.19615,-2,6.38041e-14,556.5,-4.33013
1.11,-1076,117.5,40.7032,53.5,-9.52628,20,7.66629e-14,527,8.66025
1.11,-1150.5,217,6.20615e-14,4,43.3013,-44,9.40529e-14,561.5,-18.1865
1.11,-1252,196.5,-52.8275,-21.5,-9.52628,-54,1.06422e-13,610,6.9282
1.11,-1102.5,151.5,54.5596,68.5,9.52628,30,7.4581e-14,570.5,35.507
1.11,-1133.5,4,-27.7128,67,-22.5167,-56,9.52775e-14,569,51.9615
1.11,-1064,-56,-83.1384,-11,22.5167,-2,5.62113e-14,538,31.1769
1.11,-1084,-31,-25.9808,16,24.2487,-34,6.79679e-14,543.5,-9.52628
1.11,-1128,-111,202.65,19,-5.19615,-42,5.10678e-14,548,-24.2487
1.11,-1128,10.5,77.0763,-0.5,59.7558,-54,6.23345e-14,556,-12.1244
1.11,-788.5,-206,-142.028,55,1.73205,40,4.1638e-14,385.5,44.1673
1.11,-853,-151,-225.167,-56,81.4064,8,3.35553e-14,428.5,-7.79423
1.11,-1021,61,-19.0526,10,51.9615,10,5.86606e-14,485,-6.9282
1.11,-1157,101,110.851,-5,-38.1051,50,5.93954e-14,576,10.3923
1.11,-1028.5,54.5,189.66,-63.5,80.5404,-34,4.15155e-14,526.5,19.9186
1.11,-1093,15.5,134.234,-39.5,-7.79423,-82,7.70303e-14,549,24.2487
1.11,-908.5,-44,126.44,-11,-31.1769,-8,5.60888e-14,452,17.3205
1.11,-1122.5,-120.5,94.3968,-114.5,-94.3968,64,2.7677e-14,545,6.9282
1.11,-975,-224,-277.128,-50,72.7461,4,3.20857e-14,478.5,25.1147
1.11,-986.5,-160.5,-264.138,-75.5,-14.7224,-6,5.74359e-14,482.5,25.1147
1.11,-1133,17,-174.937,10,-62.3538,-40,1.0385e-13,545.5,-12.9904
1.11,-1115,141.5,-196.588,32.5,-92.6647,-76,1.40834e-13,541.5,35.507
1.11,-1012,8,-232.095,-74,-93.5307,14,8.65825e-14,499.5,-2.59808
1.11,-1076.5,-129,-216.506,19,67.55,-12,5.38845e-14,528.5,-2.59808
1.11,-975,-38,-154.153,-8,39.8372,-8,6.19671e-14,484.5,-0.866025
1.11,-979.5,-54.5,-115.181,-81.5,64.9519,40,2.81669e-14,462,-5.32907e-15
1.11,-988,-22.5,-77.0763,-93.5,-42.4352,72,4.09032e-14,501,-1.44329e-15
1.11,-1136,-137,-77.9423,-71,57.1577,76,7.34788e-15,567,-3.4641
1.11,-1093,98,-38.1051,-2,-17.3205,62,6.18447e-14,556.5,18.1865
1.11,-1197,101,-41.5692,7,-34.641,32,7.6418e-14,608,6.9282
1.11,-967,-51,-5.19615,13,25.9808,66,3.26981e-14,505.5,6.06218
1.11,-1019.5,-17.5,-103.057,80.5,2.59808,-28,8.57253e-14,483,-24.2487
1.11,-904.5,-62.5,-14.7224,-18.5,-123.842,50,6.47838e-14,453,10.3923
1.11,-1193.5,-99,5.19615,-5,29.4449,-24,5.07004e-14,594,36.3731
1.11,-997,-134.5,-11.2583,98.5,44.1673,-22,5.64562e-14,495,27.7128
1.11,-1077.5,-82,-119.512,-38,95.2628,20,3.01263e-14,553,48.4974
1.11,-899,4,-77.9423,-32,67.55,34,4.0046e-14,447.5,23.3827
1.11,-1051.5,42.5,-26.8468,-57.5,16.4545,-46,7.33563e-14,519.5,-11.2583
1.11,-1231,104.5,12.9904,-36.5,-4.33013,-62,9.00115e-14,625,-17.3205
1.11,-1173.5,133,-5.19615,-56,-27.7128,-38,9.00115e-14,590,24.2487
1.11,-1014.5,136,48.4974,34,3.4641,-14,8.36434e-14,512,19.0526
1.11,-1021,-41,50.2295,13,32.909,28,4.01684e-14,499,43.3013
1.11,-1051,-85.5,96.1288,2.5,-19.9186,36,3.89438e-14,531,-20.7846
1.11,-939.5,-15.5,-115.181,-69.5,0.866025,-14,6.45389e-14,473,-46.7654
1.11,-1008.5,-58,-109.119,-56,95.2628,-40,4.8496e-14,512,-13.8564
1.11,-1024,-100,143.76,-56,-32.909,74,1.77574e-14,526.5,-30.3109
1.11,-1040,16,38.1051,-20,24.2487,40,4.21278e-14,509,-5.19615
1.11,-1130.5,-190,22.5167,7,-31.1769,2,4.46996e-14,552.5,9.52628
1.11,-985.5,-131.5,-12.9904,-27.5,33.775,44,2.35132e-14,483.5,-44.1673
1.11,-1158.5,43.5,64.9519,-99.5,-108.253,48,5.95178e-14,569.5,-7.79423
1.11,-1209,4.5,16.4545,-36.5,-18.1865,-48,7.6173e-14,587.5,-11.2583
1.11,-981,100,6.9282,31,29.4449,34,6.15997e-14,492.5,-23.3827
1.11,-981.5,42,58.8897,-20,93.5307,-72,6.34367e-14,482,17.3205
1.11,-1136.5,-13,161.081,-38,51.9615,-58,5.18026e-14,581,-19.0526
1.11,-1036.5,45.5,103.057,17.5,-2.59808,-22,7.04172e-14,514,-5.19615
1.11,-1180,24,45.0333,-89,-25.9808,-6,5.89055e-14,594,-13.8564
1.11,-1110,114,55.4256,19,181.865,30,2.73096e-14,546,-24.2487
1.11,-1212.5,111,34.641,-44,98.7269,-12,5.11902e-14,610.5,-21.6506
1.11,-1013,173.5,-56.2917,23.5,7.79423,10,8.60927e-14,526.5,7.79423
1.11,-1088,-97.5,-163.679,20.5,52.8275,42,4.07807e-14,553.5,2.59808
1.11,-1044.5,-82,-168.009,-8,67.55,50,3.39227e-14,510,3.4641
1.11,-1052,6.5,-35.507,-63.5,0.866025,32,4.82511e-14,530.5,40.7032
1.11,-1182.5,7.5,4.33013,-75.5,-2.59808,30,4.54344e-14,583,12.1244
1.11,-1081,-53,-55.4256,-50,-88.3346,-128,1.11933e-13,554,-12.1244
1.11,-1290.5,-4.5,-80.5404,-21.5,-66.684,-6,8.11941e-14,648,12.1244
1.11,-1099,15.5,-180.999,-15.5,-21.6506,-82,1.05197e-13,544.5,25.1147
1.11,-1149,-70,-32.909,118,-19.0526,-52,9.08688e-14,584.5,-11.2583
1.11,-993,35.5,-52.8275,-39.5,-21.6506,-2,7.1152e-14,491,19.0526
1.11,-1152,-1.14353e-14,-162.813,-47,74.4782,66,3.24531e-14,581,-1.73205
1.11,-1146.5,-18,-109.119,28,126.44,36,3.38003e-14,559.5,-44.1673
1.11,-1164,-33.5,-6.06218,-45.5,213.908,-8,1.0532e-14,594,-20.7846
1.11,-1152.5,237,103.923,43,55.4256,6,7.60506e-14,579,31.1769
1.11,-1179,181,77.9423,142,20.7846,46,7.82549e-14,593,-3.4641
1.11,-1241.5,11,169.741,34,74.4782,-10,4.3475e-14,622,-22.5167
1.11,-1223,-2.5,42.4352,122.5,18.1865,-28,7.91122e-14,602.5,19.9186
1.11,-1117,-5,1.73205,127,12.1244,-38,8.65825e-14,562,5.19615
1.11,-942.5,163.5,-265.87,-126.5,19.9186,-18,8.73173e-14,479,3.4641
1.11,-954.5,-29,38.1051,16,25.9808,-122,9.02565e-14,490,-10.3923
1.11,-1132.5,35,58.8897,22,60.6218,-94,8.1439e-14,588.5,-25.1147
1.11,-1090,143,5.19615,-77,12.1244,-34,7.82549e-14,554,-25.9808
1.11,-881,21.5,-101.325,-15.5,23.3827,-76,8.89094e-14,443.5,16.4545
1.11,-948,-54.5,-16.4545,35.5,-45.8993,-50,8.65825e-14,479,10.3923
1.11,-1132.5,-83,88.3346,-20,-72.7461,-20,6.53961e-14,569,48.4974
1.11,-1033,-20,22.5167,-95,-86.6025,10,6.23345e-14,510.5,-23.3827
1.11,-1023.5,-143,60.6218,-26,-41.5692,4,4.53119e-14,504.5,32.0429
1.11,-997,-129.5,-87.4686,-60.5,54.5596,76,1.07769e-14,530,5.19615
1.11,-1208.5,-234.5,-180.999,-45.5,141.162,94,-1.75124e-14,609,-15.5885
1.11,-1087.5,-61.5,-80.5404,152.5,-6.06218,60,6.2457e-14,546.5,-18.1865
1.11,-1109,-250,-57.1577,157,13.8564,2,5.18026e-14,537.5,30.3109
1.11,-1039.5,-30,143.76,-71,17.3205,-30,4.56793e-14,533,22.5167
1.11,-964,-47,81.4064,-14,-96.9948,16,6.51512e-14,501,-22.5167
1.11,-989.5,-6,55.4256,52,34.641,60,3.86988e-14,513.5,-6.06218
1.11,-917.5,11.5,64.9519,-33.5,85.7365,16,3.23307e-14,462.5,-35.507
1.11,-1044,58.5,208.712,-51.5,68.416,-24,4.1638e-14,511,3.4641
1.11,-992.5,-151,-64.0859,-2,48.4974,-22,4.49445e-14,493.5,7.79423
1.11,-961,24,-102.191,-62,-25.9808,60,5.24149e-14,488.5,-2.59808
1.11,-1219,30.5,-253.745,-132.5,19.9186,-76,8.71949e-14,618.5,7.79423
1.11,-984,-70,15.5885,43,-79.6743,-16,8.00919e-14,486.5,11.2583
1.11,-1264.5,-138,39.8372,37,34.641,-6,4.20054e-14,626,-2.77556e-15
1.11,-1053,-164,29.4449,-47,38.1051,22,1.99617e-14,531,20.7846
1.11,-1086.5,-101,195.722,-56,-34.641,22,3.02488e-14,566,-25.9808
1.11,-1034,-180,204.382,-143,-168.009,78,2.04516e-14,513,3.4641
1.11,-1090.5,135.5,45.8993,35.5,78.8083,68,4.28626e-14,549.5,12.9904
1.11,-1038,169.5,73.6122,26.5,77.0763,66,4.49445e-14,529,6.9282
1.11,-1134.5,-28,353.338,-125,-25.9808,20,1.83697e-14,568.5,25.1147
1.11,-1249,-35,336.018,-80,-22.5167,34,1.9227e-14,624.5,9.52628
1.11,-1137.5,-219,379.319,-107,-105.655,60,-1.7207e-29,557.5,2.59808
1.11,-856,-103.5,-215.64,-234.5,106.521,126,-2.46154e-14,446.5,11.2583
1.11,-1188,-34.5,-206.98,-24.5,19.9186,48,5.11902e-14,598,-31.1769
1.11,-1209,-121.5,-250.281,-117.5,146.358,132,-2.03291e-14,611,-6.9282
1.11,-1234,-31.5,-316.099,-81.5,108.253,54,3.17184e-14,612.5,16.4545
1.11,-767,-203,20.7846,73,-131.636,46,5.91504e-14,394,24.2487
1.11,-1040.5,-200.5,18.1865,41.5,-4.33013,26,3.49024e-14,502.5,47.6314
1.11,-1083.5,-32.5,-120.378,-18.5,44.1673,32,4.58018e-14,536.5,-6.06218
1.11,-1226.5,-131.5,-213.908,-36.5,42.4352,-16,5.31497e-14,604.5,7.79423
1.11,-1211,-190.5,92.6647,62.5,-115.181,-30,7.40911e-14,599.5,9.52628
1.11,-962.5,-128.5,-33.775,-27.5,49.3634,20,2.93915e-14,483,25.9808
1.11,-1031.5,-106,36.3731,40,5.19615,-28,5.95178e-14,511.5,19.9186
1.11,-1118,-55.5,-73.6122,35.5,9.52628,12,5.97628e-14,558.5,-9.52628
1.11,-1211,-55,-128.172,-23,-24.2487,62,4.83735e-14,597.5,-21.6506
1.11,-1021,-155.5,-85.7365,5.5,-16.4545,-16,5.8783e-14,511,6.9282
1.11,-801,14.5,-155.019,-99.5,-132.502,-50,1.06667e-13,388.5,14.7224
1.11,-1075,-5,-200.918,-11,114.315,118,1.45733e-14,535,-12.1244
1.11,-883,-30.5,-123.842,107.5,19.9186,22,6.99273e-14,435.5,-11.2583
1.11,-1080,6.5,-213.908,-3.5,89.2006,128,2.00842e-14,549,-22.5167
1.11,-1089.5,56.5,-75.3442,41.5,-99.5929,52,8.52354e-14,550.5,-35.507
1.11,-929.5,25.5,-45.8993,29.5,21.6506,24,6.07425e-14,453,19.0526
1.11,-1112.5,-32,-96.9948,-71,77.9423,112,6.12323e-15,565,-29.4449
1.11,-1140.5,-87,-6.9282,19,62.3538,6,3.9801e-14,573,48.4974
1.11,-1154,-29,-65.8179,-71,90.0666,88,9.06239e-15,565,76.2102
1.11,-1064.5,95.5,-33.775,-12.5,-42.4352,64,6.46614e-14,516,15.5885
1.11,-1007.5,43,-64.0859,-59,-53.6936,-14,8.09492e-14,504,-12.1244
1.11,-1049,23,-48.4974,-89,-48.4974,20,6.22121e-14,516.5,-21.6506
1.11,-1115,9,-38.1051,-116,-25.9808,-6,5.96403e-14,557,-36.3731
1.11,-1089,-86,34.641,1,15.5885,-14,5.08228e-14,537,-19.0526
1.11,-1120.5,-122,60.6218,-44,-39.8372,40,3.42901e-14,552.5,-23.3827
1.11,-1139,-124,114.315,-62,-17.3205,32,2.57176e-14,566.5,-19.9186
1.11,-1139,-160,93.5307,-74,-10.3923,20,2.35132e-14,556,-6.32827e-15
1.11,-1068.5,-30,60.6218,1,17.3205,78,2.73096e-14,544.5,14.7224
1.11,-1169,144.5,87.4686,65.5,0.866025,86,5.57214e-14,602.5,-12.9904
1.11,-1006.5,30,121.244,-38,45.0333,48,2.89017e-14,507.5,4.33013
1.11,-905,130.5,78.8083,-45.5,-148.09,-54,1.15484e-13,466,31.1769
1.11,-1044.5,206,96.9948,151,-1.73205,86,7.36013e-14,524.5,-7.79423
1.11,-1037,235,29.4449,160,-100.459,82,1.05197e-13,514,-6.9282
1.11,-1118,243.5,73.6122,89.5,30.3109,140,4.89859e-14,570,31.1769
1.11,-951,155.5,2.59808,137.5,-71.8801,-14,1.17933e-13,491,6.9282
1.11,-1094.5,120,50.2295,-14,-60.6218,102,5.3762e-14,564,6.99441e-15
1.11,-953.5,-51,71.0141,124,79.6743,36,3.86988e-14,469,15.5885
1.11,-1132.5,-97.5,170.607,20.5,109.985,12,1.42059e-14,569.5,12.9904
1.11,-1018,-74.5,141.162,20.5,103.057,-4,2.54727e-14,521,-1.22125e-15
1.11,-1126,-59.5,106.521,35.5,96.1288,-10,3.49024e-14,577,20.7846
1.11,-1077.5,-47.5,19.9186,-93.5,42.4352,56,1.78798e-14,544.5,-4.33013
1.11,-1192,32.5,30.3109,-114.5,78.8083,4,3.25756e-14,601.5,-21.6506
1.11,-1089,95,-53.6936,34,-13.8564,-10,8.8297e-14,546,1.73205
1.11,-1149,69,-199.186,4,-17.3205,-18,9.49101e-14,583,-22.5167
1.11,-1081,6,114.315,103,22.5167,-12,6.68657e-14,547.5,-44.1673
1.11,-1077,2.5,64.9519,17.5,-4.33013,28,5.29047e-14,546,3.4641
1.11,-955,-38.5,-127.306,-3.5,70.1481,2,5.10678e-14,471,-5.19615
1.11,-1083.5,152,3.4641,97,-36.3731,-16,1.05565e-13,526,55.4256
1.11,-965,-58,6.90559e-14,13,77.9423,50,2.53502e-14,492,8.66025
1.11,-954,-8.5,14.7224,-0.5,-56.2917,50,5.7191e-14,490.5,-25.1147
1.11,-1036,-85,60.6218,-47,-46.7654,-4,5.33946e-14,518.5,6.06218
1.11,-1031.5,-55,17.3205,16,-8.66025,-64,7.81325e-14,509,-39.8372
1.11,-1058.5,-97,83.1384,19,-79.6743,-58,8.19289e-14,517,-27.7128
1.11,-963.5,-8,-102.191,-5,27.7128,16,5.75584e-14,493,20.7846
1.11,-1106.5,-2.5,-123.842,2.5,49.3634,44,4.75163e-14,549,1.73205
1.11,-960.5,42.5,-144.626,11.5,-47.6314,56,7.24991e-14,484,1.15578e-14
1.11,-1043.5,137,19.0526,58,13.8564,20,7.6173e-14,526.5,-37.2391
1.11,-1011.5,92,41.5692,-20,-65.8179,2,8.19289e-14,497,-19.0526
1.11,-1120.5,14.5,122.11,-72.5,-75.3442,10,5.98852e-14,559.5,-28.5788
1.11,-969,-50,128.172,-20,-148.956,40,6.44164e-14,483,-31.1769
1.11,-1061,-65.5,58.0237,74.5,-12.9904,-34,7.28665e-14,539.5,-12.9904
1.11,-994.5,-50.5,-7.79423,56.5,61.4878,32,4.11481e-14,481,17.3205
1.11,-957,-60,6.9282,55,53.6936,0,5.02105e-14,451,-1.11022e-15
1.11,-1032,-120.5,-30.3109,68.5,0.866025,34,4.78837e-14,500.5,9.52628
1.11,-1135.5,-121,-100.459,37,76.2102,-16,4.82511e-14,558.5,6.06218
1.11,-1080.5,-39,-91.7987,46,-20.7846,36,6.34367e-14,551,43.3013
1.11,-1076,-94.5,-94.3968,125.5,-26.8468,-30,8.80521e-14,548,-5.19615
1.11,-1186.5,-82.5,-137.698,41.5,-11.2583,0,6.98049e-14,613.5,9.52628
1.11,-1075,-91.5,-23.3827,86.5,-35.507,-30,8.04593e-14,551,8.66025
1.11,-1229,-148.5,40.7032,197.5,-30.3109,-48,8.69499e-14,609,-17.3205
1.11,-928,-265.5,-49.3634,83.5,-25.1147,-72,7.12744e-14,467,8.66025
1.11,-1094,20.5,14.7224,53.5,66.684,-62,7.55607e-14,556.5,37.2391
1.11,-1172,158,-29.4449,52,60.6218,-136,1.19281e-13,598.5,30.3109
1.11,-1090.5,290.5,42.4352,95.5,7.79423,-2,1.05932e-13,532.5,-0.866025
1.11,-972,60.5,182.731,-123.5,-71.8801,-58,7.50708e-14,479.5,-0.866025
1.11,-995.5,-47.5,66.684,-66.5,0.866025,-94,7.26216e-14,495,-5.19615
1.11,-1112.5,60,195.722,16,-25.9808,66,4.3475e-14,564,-5.19615
1.11,-1067,53,140.296,-32,-72.7461,2,7.01723e-14,531.5,-16.4545
1.11,-1112.5,88.5,70.1481,50.5,71.8801,54,4.29851e-14,556,-8.66025
1.11,-1080,118.5,106.521,26.5,28.5788,0,6.68657e-14,552,41.5692
1.11,-1168.5,41,86.6025,34,-29.4449,-34,8.24187e-14,593.5,11.2583
1.11,-996,87.5,9.52628,-51.5,96.1288,-52,6.19671e-14,477,53.6936
1.11,-1044,97.5,47.6314,-45.5,26.8468,-42,7.28665e-14,521.5,-18.1865
1.11,-1122.5,-77,-51.9615,-44,39.8372,-26,5.10678e-14,555.5,-12.9904
1.11,-1038.5,-170.5,-118.645,-57.5,116.913,44,4.89859e-15,519,25.9808
1.11,-1141,-162,-154.153,-74,67.55,6,2.85343e-14,590.5,4.33013
1.11,-914,20,-74.4782,-14,25.9808,26,5.52316e-14,432,-15.5885
1.11,-1219.5,7,36.3731,-50,-86.6025,10,7.01723e-14,594.5,14.7224
1.11,-983.5,-1,-98.7269,-29,12.1244,-40,7.56832e-14,482,22.5167
1.11,-1086,-16,-161.081,-23,79.6743,32,4.26177e-14,537,-1.73205
1.11,-1085,9.5,-142.894,-78.5,-82.2724,-88,1.08749e-13,535.5,19.9186
1.11,-1064.5,188.5,-54.5596,-42.5,4.33013,-20,8.96441e-14,544.5,-32.0429
1.11,-1049.5,157.5,-210.444,-123.5,-54.5596,-54,1.09851e-13,521,-38.1051
1.11,-1041,-49.5,-82.2724,56.5,-49.3634,-78,1.03728e-13,516,-13.8564
1.11,-1026.5,-162,-31.1769,22,-20.7846,-24,5.95178e-14,527,-41.5692
1.11,-1039.5,-96,36.3731,1,-69.282,54,4.6659e-14,510.5,2.59808
1.11,-1095.5,-91.5,52.8275,62.5,-32.0429,36,5.11902e-14,555,17.3205
1.11,-1092,-94,128.172,-53,-50.2295,50,3.09836e-14,566,-8.66025
1.11,-1037.5,18.5,21.6506,17.5,-30.3109,-10,7.50708e-14,516.5,-23.3827
1.11,-949,3,-126.44,16,58.8897,30,5.22924e-14,460,-31.1769
1.11,-1022,-51.5,-44.1673,-27.5,61.4878,58,2.53502e-14,513.5,-0.866025
1.11,-1018.5,5,-8.66025,-95,-57.1577,-16,6.9315e-14,512.5,-7.79423
1.11,-1082,-13.5,-33.775,-72.5,-47.6314,-36,7.56832e-14,542,-13.8564
1.11,-1111,50,-29.4449,19,-20.7846,38,6.60085e-14,534.5,54.5596
1.11,-1043,-147.5,-19.9186,11.5,11.2583,-8,4.75163e-14,524,-10.3923
1.11,-835,-159.5,28.5788,38.5,-28.5788,-8,5.43743e-14,419,8.66025
1.11,-1036.5,-93,43.3013,4,34.641,-24,4.87409e-14,517,10.3923
1.11,-1122.5,14,-10.3923,-77,-12.1244,-10,6.13548e-14,562.5,-6.06218
1.11,-839,106,3.4641,55,-19.0526,10,8.31535e-14,418,-3.33067e-15
1.11,-1069.5,11,-107.387,40,19.0526,2,7.18868e-14,540,-19.0526
1.11,-1160,32,-209.578,52,64.0859,20,6.80904e-14,583,22.5167
1.11,-1096,199.5,-300.511,-33.5,-26.8468,30,1.00788e-13,528,1.73205
1.11,-1055.5,86.5,-366.329,5.5,-92.6647,-62,1.38508e-13,529,-5.19615
1.11,-1099,-74.5,-343.812,-45.5,61.4878,2,5.86606e-14,539.5,11.2583
1.11,-760,-109,-119.512,61,-19.0526,-106,1.01768e-13,390,27.7128
